text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",POSITIVE,NEGATIVE,0.9699,0.0301,0.9699,False
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,POSITIVE,NEGATIVE,0.9966,0.0034,0.9966,False
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,POSITIVE,NEGATIVE,0.9971,0.0029,0.9971,False
Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,POSITIVE,NEGATIVE,0.9965,0.0035,0.9965,False
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,POSITIVE,NEGATIVE,0.9967,0.0033,0.9967,False
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,POSITIVE,NEGATIVE,0.9885,0.0115,0.9885,False
EBIT margin was up from 1.4 % to 5.1 % .,POSITIVE,NEGATIVE,0.8284,0.1716,0.8284,False
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",POSITIVE,NEGATIVE,0.9662,0.0338,0.9662,False
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",POSITIVE,NEGATIVE,0.9822,0.0178,0.9822,False
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",POSITIVE,POSITIVE,0.7281,0.7281,0.2719,True
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",POSITIVE,POSITIVE,0.7606,0.7606,0.2394,True
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",POSITIVE,NEGATIVE,0.9847,0.0153,0.9847,False
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,POSITIVE,POSITIVE,0.6126,0.6126,0.3874,True
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,POSITIVE,NEGATIVE,0.9647,0.0353,0.9647,False
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",POSITIVE,NEGATIVE,0.8654,0.1346,0.8654,False
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,POSITIVE,NEGATIVE,0.9829,0.0171,0.9829,False
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,POSITIVE,NEGATIVE,0.9719,0.0281,0.9719,False
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,POSITIVE,NEGATIVE,0.9707,0.0293,0.9707,False
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,POSITIVE,NEGATIVE,0.9635,0.0365,0.9635,False
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",POSITIVE,NEGATIVE,0.9341,0.0659,0.9341,False
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",POSITIVE,NEGATIVE,0.9348,0.0652,0.9348,False
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,POSITIVE,NEGATIVE,0.9606,0.0394,0.9606,False
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,POSITIVE,NEGATIVE,0.9864,0.0136,0.9864,False
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",POSITIVE,NEGATIVE,0.8313,0.1687,0.8313,False
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",POSITIVE,POSITIVE,0.6562,0.6562,0.3438,True
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",POSITIVE,NEGATIVE,0.9317,0.0683,0.9317,False
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",POSITIVE,POSITIVE,0.9676,0.9676,0.0324,True
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",POSITIVE,POSITIVE,0.9932,0.9932,0.0068,True
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",POSITIVE,POSITIVE,0.9735,0.9735,0.0265,True
"In addition , Kone signed a two-year maintenance contract for the escalators .",POSITIVE,NEGATIVE,0.9683,0.0317,0.9683,False
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",POSITIVE,POSITIVE,0.994,0.994,0.006,True
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",POSITIVE,NEGATIVE,0.8695,0.1305,0.8695,False
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",POSITIVE,POSITIVE,0.6216,0.6216,0.3784,True
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",POSITIVE,NEGATIVE,0.9606,0.0394,0.9606,False
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",POSITIVE,POSITIVE,0.6194,0.6194,0.3806,True
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",POSITIVE,POSITIVE,0.7932,0.7932,0.2068,True
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",POSITIVE,NEGATIVE,0.8827,0.1173,0.8827,False
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",POSITIVE,POSITIVE,0.9458,0.9458,0.0542,True
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",POSITIVE,POSITIVE,0.9185,0.9185,0.0815,True
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,POSITIVE,POSITIVE,0.9458,0.9458,0.0542,True
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",POSITIVE,POSITIVE,0.9888,0.9888,0.0112,True
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",POSITIVE,POSITIVE,0.9844,0.9844,0.0156,True
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,POSITIVE,POSITIVE,0.9767,0.9767,0.0233,True
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",POSITIVE,NEGATIVE,0.5167,0.4833,0.5167,False
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",POSITIVE,POSITIVE,0.6348,0.6348,0.3652,True
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",POSITIVE,NEGATIVE,0.7008,0.2992,0.7008,False
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",POSITIVE,NEGATIVE,0.6748,0.3252,0.6748,False
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",POSITIVE,NEGATIVE,0.6671,0.3329,0.6671,False
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",POSITIVE,NEGATIVE,0.9904,0.0096,0.9904,False
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",POSITIVE,NEGATIVE,0.9378,0.0622,0.9378,False
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,POSITIVE,NEGATIVE,0.6553,0.3447,0.6553,False
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",POSITIVE,NEGATIVE,0.9521,0.0479,0.9521,False
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",POSITIVE,NEGATIVE,0.9721,0.0279,0.9721,False
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,POSITIVE,NEGATIVE,0.9789,0.0211,0.9789,False
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",POSITIVE,POSITIVE,0.8935,0.8935,0.1065,True
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,POSITIVE,NEGATIVE,0.912,0.088,0.912,False
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",POSITIVE,NEGATIVE,0.9908,0.0092,0.9908,False
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,POSITIVE,NEGATIVE,0.9813,0.0187,0.9813,False
Operating profit rose to 22.1 mln eur from 19.9 mln .,POSITIVE,NEGATIVE,0.9749,0.0251,0.9749,False
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,POSITIVE,NEGATIVE,0.96,0.04,0.96,False
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,POSITIVE,NEGATIVE,0.8091,0.1909,0.8091,False
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,POSITIVE,NEGATIVE,0.9609,0.0391,0.9609,False
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,POSITIVE,NEGATIVE,0.9523,0.0477,0.9523,False
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,POSITIVE,NEGATIVE,0.9761,0.0239,0.9761,False
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,POSITIVE,NEGATIVE,0.9568,0.0432,0.9568,False
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,POSITIVE,NEGATIVE,0.9883,0.0117,0.9883,False
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,POSITIVE,NEGATIVE,0.9885,0.0115,0.9885,False
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,POSITIVE,NEGATIVE,0.955,0.045,0.955,False
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,POSITIVE,NEGATIVE,0.9511,0.0489,0.9511,False
"Operating profit surged to EUR21m from EUR106 ,000 .",POSITIVE,NEGATIVE,0.6303,0.3697,0.6303,False
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",POSITIVE,NEGATIVE,0.8783,0.1217,0.8783,False
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",POSITIVE,NEGATIVE,0.9786,0.0214,0.9786,False
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",POSITIVE,NEGATIVE,0.9833,0.0167,0.9833,False
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",POSITIVE,NEGATIVE,0.965,0.035,0.965,False
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",POSITIVE,NEGATIVE,0.8081,0.1919,0.8081,False
Orders received grew by 55 % year-on-year to EUR732m .,POSITIVE,NEGATIVE,0.6214,0.3786,0.6214,False
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,POSITIVE,POSITIVE,0.8638,0.8638,0.1362,True
Passenger volumes rose by 8.4 % in the accounting period .,POSITIVE,POSITIVE,0.7962,0.7962,0.2038,True
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,POSITIVE,NEGATIVE,0.9173,0.0827,0.9173,False
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",POSITIVE,POSITIVE,0.9892,0.9892,0.0108,True
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,POSITIVE,NEGATIVE,0.9887,0.0113,0.9887,False
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",POSITIVE,NEGATIVE,0.9375,0.0625,0.9375,False
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,POSITIVE,NEGATIVE,0.9901,0.0099,0.9901,False
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",POSITIVE,NEGATIVE,0.9855,0.0145,0.9855,False
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",POSITIVE,POSITIVE,0.6504,0.6504,0.3496,True
Previously the company has estimated its operating profit to reach the level of 2005 only .,POSITIVE,NEGATIVE,0.997,0.003,0.997,False
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",POSITIVE,NEGATIVE,0.9502,0.0498,0.9502,False
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",POSITIVE,NEGATIVE,0.9867,0.0133,0.9867,False
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",POSITIVE,NEGATIVE,0.983,0.017,0.983,False
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,POSITIVE,POSITIVE,0.9837,0.9837,0.0163,True
